SOURCE,SURVERYPERIOD,DATEFORMATTED,SAMPLE,FAVORABLE,UNFAVORABLE,MARGIN,CANDIDATE,DAYS_TO_GENERAL_ELECTION,ELECTION_YEAR,ELECTION_DATE
Economist/YouGov,1/26 - 1/28,1/28/2020,1182 RV,44,53,-9,TRUMP,280,2020,11/3/2020
Economist/YouGov,1/26 - 1/28,1/28/2020,1182 RV,43,50,-7,BERNIE,280,2020,11/3/2020
Economist/YouGov,2/2 - 2/4,2/4/2020,1277 RV,42,53,-11,BERNIE,273,2020,11/3/2020
Economist/YouGov,2/2 - 2/4,2/4/2020,1277 RV,42,53,-11,BIDEN,273,2020,11/3/2020
Economist/YouGov,2/2 - 2/4,2/4/2020,1277 RV,45,55,-10,TRUMP,273,2020,11/3/2020
Economist/YouGov,2/9 - 2/11,2/11/2020,1140 RV,45,50,-5,BERNIE,266,2020,11/3/2020
Economist/YouGov,2/9 - 2/11,2/11/2020,1140 RV,41,52,-11,BIDEN,266,2020,11/3/2020
Economist/YouGov,2/9 - 2/11,2/11/2020,1140 RV,46,53,-7,TRUMP,266,2020,11/3/2020
Economist/YouGov,2/16 - 2/18,2/18/2020,1150 RV,44,54,-10,TRUMP,259,2020,11/3/2020
Economist/YouGov,2/23 - 2/25,2/25/2020,1184 RV,44,54,-10,TRUMP,252,2020,11/3/2020
Economist/YouGov,3/1 - 3/3,3/3/2020,1134 RV,45,51,-6,BIDEN,245,2020,11/3/2020
Economist/YouGov,3/1 - 3/3,3/3/2020,1134 RV,44,55,-11,TRUMP,245,2020,11/3/2020
Economist/YouGov,3/1 - 3/3,3/3/2020,1134 RV,43,53,-10,BERNIE,245,2020,11/3/2020
Economist/YouGov,3/8-3/10,3/10/2020,1191 RV,44,54,-10,TRUMP,238,2020,11/3/2020
Economist/YouGov,3/15 - 3/17,3/17/2020,1129 RV,43,55,-12,TRUMP,231,2020,11/3/2020
Economist/YouGov,3/8 - 3/10,3/10/2020,1191 RV,43,52,-9,BIDEN,238,2020,11/3/2020
Economist/YouGov,3/15 - 3/17,3/17/2020,1129 RV,46,50,-4,BIDEN,231,2020,11/3/2020
Economist/YouGov,3/8 - 3/10,3/10/2020,1191 RV,42,55,-13,BERNIE,238,2020,11/3/2020
Economist/YouGov,3/15 - 3/17,3/17/2020,1129 RV,45,51,-6,BERNIE,231,2020,11/3/2020
FOX News,8/19 - 8/21,8/21/2012,1007 LV,64,31,33,HRC,1540,2016,11/8/2016
FOX News,6/22 - 6/24,6/24/2013,1012 RV,56,38,18,HRC,1233,2016,11/8/2016
FOX News,4/13 - 4/15,4/15/2014,1012 RV,49,45,4,HRC,938,2016,11/8/2016
FOX News,6/1 - 6/3,6/3/2014,1006 RV,54,43,11,HRC,889,2016,11/8/2016
FOX News,6/21 - 6/23,6/23/2014,1018 RV,51,47,4,HRC,869,2016,11/8/2016
FOX News,3/29 - 3/31,3/31/2015,1025 RV,47,50,-3,HRC,588,2016,11/8/2016
FOX News,5/9 - 5/12,5/12/2015,1006 RV,45,49,-4,HRC,546,2016,11/8/2016
FOX News,9/20 - 9/22,9/22/2015,1013 RV,38,56,-18,HRC,413,2016,11/8/2016
FOX News,9/20 - 9/22,9/22/2015,1013 RV,34,59,-25,TRUMP,413,2016,11/8/2016
FOX News,9/20 - 9/22,9/22/2015,1013 RV,34,36,-2,BERNIE,413,2016,11/8/2016
FOX News,3/20 - 3/22,3/22/2016,1016 RV,39,58,-19,HRC,231,2016,11/8/2016
FOX News,3/20 - 3/22,3/22/2016,1016 RV,31,65,-34,TRUMP,231,2016,11/8/2016
FOX News,3/20 - 3/22,3/22/2016,1016 RV,44,49,-5,BERNIE,231,2016,11/8/2016
FOX News,5/14 - 5/17,5/17/2016,1021 RV,37,61,-24,HRC,175,2016,11/8/2016
FOX News,5/14 - 5/17,5/17/2016,1021 RV,41,56,-15,TRUMP,175,2016,11/8/2016
FOX News,6/5 - 6/8,6/8/2016,1004 RV,42,56,-14,HRC,153,2016,11/8/2016
FOX News,6/5 - 6/8,6/8/2016,1004 RV,40,58,-18,TRUMP,153,2016,11/8/2016
FOX News,7/31 - 8/2,8/2/2016,1022 RV,44,55,-11,HRC,98,2016,11/8/2016
FOX News,7/31 - 8/2,8/2/2016,1022 RV,36,63,-27,TRUMP,98,2016,11/8/2016
FOX News,7/31 - 8/2,8/2/2016,1022 RV,60,34,26,BERNIE,98,2016,11/8/2016
FOX News,8/28 - 8/30,8/30/2016,1011 RV,45,53,-8,HRC,70,2016,11/8/2016
FOX News,8/28 - 8/30,8/30/2016,1011 RV,42,56,-14,TRUMP,70,2016,11/8/2016
FOX News,9/11 - 9/14,9/14/2016,867 LV,45,54,-9,HRC,55,2016,11/8/2016
FOX News,9/11 - 9/14,9/14/2016,867 LV,44,54,-10,TRUMP,55,2016,11/8/2016
FOX News,9/27 - 9/29,9/29/2016,911 LV,46,53,-7,HRC,40,2016,11/8/2016
FOX News,9/27 - 9/29,9/29/2016,911 LV,43,55,-12,TRUMP,40,2016,11/8/2016
FOX News,10/3 - 10/6,10/6/2016,896 LV,45,54,-9,HRC,33,2016,11/8/2016
FOX News,10/3 - 10/6,10/6/2016,896 LV,42,57,-15,TRUMP,33,2016,11/8/2016
FOX News,10/10 - 10/12,10/12/2016,917 LV,47,52,-5,HRC,27,2016,11/8/2016
FOX News,10/10 - 10/12,10/12/2016,917 LV,38,61,-23,TRUMP,27,2016,11/8/2016
FOX News,10/15 - 10/17,10/17/2016,912 LV,47,51,-4,HRC,22,2016,11/8/2016
FOX News,10/15 - 10/17,10/17/2016,912 LV,40,59,-19,TRUMP,22,2016,11/8/2016
FOX News,10/22 - 10/25,10/25/2016,1221 LV,45,53,-8,HRC,14,2016,11/8/2016
FOX News,10/22 - 10/25,10/25/2016,1221 LV,42,56,-14,TRUMP,14,2016,11/8/2016
FOX News,11/1 - 11/3,11/3/2016,1107 LV,43,56,-13,HRC,5,2016,11/8/2016
FOX News,11/1 - 11/3,11/3/2016,1107 LV,43,55,-12,TRUMP,5,2016,11/8/2016
FOX News,11/3 - 11/6,11/6/2016,1295 LV,44,56,-12,HRC,2,2016,11/8/2016
FOX News,11/3 - 11/6,11/6/2016,1295 LV,38,60,-22,TRUMP,2,2016,11/8/2016
FOX News,12/11 - 12/13,12/13/2016,1034 RV,47,51,-4,TRUMP,1421,2020,11/3/2020
FOX News,1/15 - 1/18,1/18/2017,1006 RV,42,55,-13,TRUMP,1385,2020,11/3/2020
FOX News,3/12 - 3/14,3/14/2017,1008 RV,44,53,-9,TRUMP,1330,2020,11/3/2020
FOX News,6/25 - 6/27,6/27/2017,1017 RV,47,51,-4,TRUMP,1225,2020,11/3/2020
FOX News,8/27 - 8/29,8/29/2017,1006 RV,44,55,-11,TRUMP,1162,2020,11/3/2020
FOX News,10/22 - 10/24,10/24/2017,1005 RV,39,59,-20,TRUMP,1106,2020,11/3/2020
FOX News,1/21 - 1/23,1/23/2018,1002 RV,45,53,-8,TRUMP,1015,2020,11/3/2020
FOX News,3/18 - 3/21,3/21/2018,1014 RV,44,53,-9,TRUMP,958,2020,11/3/2020
FOX News,4/22 - 4/24,4/24/2018,1014 RV,43,55,-12,TRUMP,924,2020,11/3/2020
FOX News,6/3 - 6/6,6/6/2018,1001 RV,45,53,-8,TRUMP,881,2020,11/3/2020
FOX News,8/19 - 8/21,8/21/2018,1009 RV,41,57,-16,TRUMP,805,2020,11/3/2020
FOX News,10/13 - 10/16,10/16/2018,841 LV,45,53,-8,TRUMP,749,2020,11/3/2020
FOX News,2/10 - 2/12,2/12/2019,1004 RV,43,54,-11,TRUMP,630,2020,11/3/2020
FOX News,4/14 - 4/16,4/16/2019,1005 RV,44,53,-9,TRUMP,567,2020,11/3/2020
FOX News,7/21 - 7/23,7/23/2019,1004 RV,45,51,-6,TRUMP,469,2020,11/3/2020
FOX News,8/11 - 8/13,8/13/2019,1013 RV,42,56,-14,TRUMP,448,2020,11/3/2020
FOX News,8/11 - 8/15,8/15/2019,"1,013 RV",50,42,8,BIDEN,446,2020,11/3/2020
FOX News,8/11 - 8/15,8/15/2019,"1,013 RV",50,43,7,BERNIE,446,2020,11/3/2020
FOX News,10/6 - 10/8,10/8/2019,1003 RV,43,56,-13,TRUMP,392,2020,11/3/2020
FOX News,1/19 - 1/22,1/22/2020,1005 RV,45,55,-10,TRUMP,286,2020,11/3/2020
FOX News,2/23 - 2/26,2/26/2020,1000 RV,49,47,2,BERNIE,251,2020,11/3/2020
FOX News,2/23 - 2/26,2/26/2020,1000 RV,50,46,4,BIDEN,251,2020,11/3/2020
FOX News,2/23 - 2/26,2/26/2020,1000 RV,44,55,-11,TRUMP,251,2020,11/3/2020
Gallup,10/1 - 10/4,10/4/2009,1013 A,62,34,28,HRC,2592,2016,11/8/2016
Gallup,4/11 - 4/14,4/14/2013,1012 A,64,31,33,HRC,1304,2016,11/8/2016
Gallup,6/1 - 6/4,6/4/2013,1529 A,58,39,19,HRC,1253,2016,11/8/2016
Gallup,2/6 - 2/9,2/9/2014,1023 A,59,37,22,HRC,1003,2016,11/8/2016
Gallup,6/5 - 6/8,6/8/2014,1027 A,54,43,11,HRC,884,2016,11/8/2016
Gallup,7/7 - 7/10,7/10/2014,1013 A,55,36,19,HRC,852,2016,11/8/2016
Gallup,3/2 - 3/4,3/4/2015,1522 A,50,39,11,HRC,615,2016,11/8/2016
Gallup,3/2 - 3/4,3/4/2015,1522 A,12,12,0,BERNIE,615,2016,11/8/2016
Gallup,4/3 - 4/4,4/4/2015,1023 A,48,42,6,HRC,584,2016,11/8/2016
Gallup,5/6 - 5/10,5/10/2015,1024 A,50,46,4,HRC,548,2016,11/8/2016
Gallup,2/26 - 3/3,3/3/2016,A,41,53,-12,HRC,250,2016,11/8/2016
Gallup,2/26 - 3/3,3/3/2016,A,30,63,-33,TRUMP,250,2016,11/8/2016
Gallup,5/1 - 5/22,5/22/2016,10598 A,40,54,-14,HRC,170,2016,11/8/2016
Gallup,5/1 - 5/22,5/22/2016,10598 A,33,60,-27,TRUMP,170,2016,11/8/2016
Gallup,6/13 - 6/19,6/19/2016,3560 A,41,54,-13,HRC,142,2016,11/8/2016
Gallup,6/13 - 6/19,6/19/2016,3560 A,31,64,-33,TRUMP,142,2016,11/8/2016
Gallup,7/16 - 7/23,7/23/2016,3545 A,38,57,-19,HRC,108,2016,11/8/2016
Gallup,7/16 - 7/23,7/23/2016,3545 A,36,59,-23,TRUMP,108,2016,11/8/2016
Gallup,8/5 - 8/11,8/11/2016,A,40,55,-15,HRC,89,2016,11/8/2016
Gallup,8/5 - 8/11,8/11/2016,A,32,63,-31,TRUMP,89,2016,11/8/2016
Gallup,8/10 - 8/16,8/16/2016,A,41,54,-13,HRC,84,2016,11/8/2016
Gallup,8/10 - 8/16,8/16/2016,A,31,63,-32,TRUMP,84,2016,11/8/2016
Gallup,8/19 - 8/25,8/25/2016,A,40,55,-15,HRC,75,2016,11/8/2016
Gallup,8/19 - 8/25,8/25/2016,A,33,62,-29,TRUMP,75,2016,11/8/2016
Gallup,8/26 - 9/1,9/1/2016,A,38,57,-19,HRC,68,2016,11/8/2016
Gallup,8/26 - 9/1,9/1/2016,A,34,61,-27,TRUMP,68,2016,11/8/2016
Gallup,9/1 - 9/8,9/8/2016,A,38,57,-19,HRC,61,2016,11/8/2016
Gallup,9/1 - 9/8,9/8/2016,A,34,62,-28,TRUMP,61,2016,11/8/2016
Gallup,9/9 - 9/15,9/15/2016,A,40,55,-15,HRC,54,2016,11/8/2016
Gallup,9/9 - 9/15,9/15/2016,A,34,61,-27,TRUMP,54,2016,11/8/2016
Gallup,9/15 - 9/21,9/21/2016,A,39,56,-17,HRC,48,2016,11/8/2016
Gallup,9/15 - 9/21,9/21/2016,A,33,62,-29,TRUMP,48,2016,11/8/2016
Gallup,9/23 - 9/29,9/29/2016,A,41,54,-13,HRC,40,2016,11/8/2016
Gallup,9/23 - 9/29,9/29/2016,A,33,62,-29,TRUMP,40,2016,11/8/2016
Gallup,9/29 - 10/6,10/6/2016,A,41,55,-14,HRC,33,2016,11/8/2016
Gallup,9/29 - 10/6,10/6/2016,A,32,63,-31,TRUMP,33,2016,11/8/2016
Gallup,10/7 - 10/13,10/13/2016,A,41,55,-14,HRC,26,2016,11/8/2016
Gallup,10/7 - 10/13,10/13/2016,A,31,65,-34,TRUMP,26,2016,11/8/2016
Gallup,10/14 - 10/20,10/20/2016,A,42,54,-12,HRC,19,2016,11/8/2016
Gallup,10/14 - 10/20,10/20/2016,A,31,66,-35,TRUMP,19,2016,11/8/2016
Gallup,10/21 - 10/27,10/27/2016,A,43,54,-11,HRC,12,2016,11/8/2016
Gallup,10/21 - 10/27,10/27/2016,A,34,63,-29,TRUMP,12,2016,11/8/2016
Gallup,10/28 - 11/4,11/4/2016,A,41,56,-15,HRC,4,2016,11/8/2016
Gallup,10/28 - 11/4,11/4/2016,A,35,62,-27,TRUMP,4,2016,11/8/2016
Gallup,10/30 - 11/6,11/6/2016,A,40,57,-17,HRC,2,2016,11/8/2016
Gallup,10/30 - 11/6,11/6/2016,A,35,62,-27,TRUMP,2,2016,11/8/2016
Gallup,11/9 - 11/13,11/13/2016,1019 A,42,55,-13,TRUMP,1451,2020,11/3/2020
Gallup,1/4 - 1/8,1/8/2017,1032 A,40,55,-15,TRUMP,1395,2020,11/3/2020
Gallup,1/21 - 1/27,1/27/2019,1017 A,39,59,-20,TRUMP,646,2020,11/3/2020
Gravis,10/20 - 10/23,10/23/2016,2109 RV,42,54,-12,HRC,16,2016,11/8/2016
Gravis,10/20 - 10/23,10/23/2016,2109 RV,38,56,-18,TRUMP,16,2016,11/8/2016
Gravis,10/31 - 10/31,10/31/2016,5360 RV,41,53,-12,HRC,8,2016,11/8/2016
Gravis,10/31 - 10/31,10/31/2016,5360 RV,39,55,-16,TRUMP,8,2016,11/8/2016
Gravis,11/3 - 11/6,11/6/2016,16639 RV,46,53,-7,HRC,2,2016,11/8/2016
Gravis,11/3 - 11/6,11/6/2016,16639 RV,42,56,-14,TRUMP,2,2016,11/8/2016
Grinnell/Selzer,8/29 - 9/2,9/2/2018,779 LV,45,51,-6,TRUMP,793,2020,11/3/2020
Grinnell/Selzer,10/17 - 10/23,10/23/2019,1003 A,47,44,3,BIDEN,377,2020,11/3/2020
Grinnell/Selzer,10/17 - 10/23,10/23/2019,1003 A,42,54,-12,TRUMP,377,2020,11/3/2020
Grinnell/Selzer,10/17 - 10/23,10/23/2019,1003 A,49,42,7,BERNIE,377,2020,11/3/2020
GU Politics/Battleground,3/31 - 4/4,4/4/2019,1000 RV,40,55,-15,TRUMP,579,2020,11/3/2020
GU Politics/Battleground,10/6 - 10/10,10/10/2019,1011 LV,45,50,-5,BIDEN,390,2020,11/3/2020
GU Politics/Battleground,10/6 - 10/10,10/10/2019,1000 LV,42,56,-14,TRUMP,390,2020,11/3/2020
GU Politics/Battleground,10/6 - 10/10,10/10/2019,1011 LV,44,50,-6,BERNIE,390,2020,11/3/2020
GWU/Battleground,3/16 - 3/20,3/20/2014,1000 LV,54,42,12,HRC,964,2016,11/8/2016
GWU/Battleground,4/17 - 4/20,4/20/2016,1000 LV,42,56,-14,HRC,202,2016,11/8/2016
GWU/Battleground,4/17 - 4/20,4/20/2016,1000 LV,32,65,-33,TRUMP,202,2016,11/8/2016
GWU/Battleground,4/17 - 4/20,4/20/2016,1000 LV,49,44,5,BERNIE,202,2016,11/8/2016
GWU/Battleground,8/28 - 9/1,9/1/2016,1000 LV,43,56,-13,HRC,68,2016,11/8/2016
GWU/Battleground,8/28 - 9/1,9/1/2016,1000 LV,38,58,-20,TRUMP,68,2016,11/8/2016
GWU/Battleground,10/8 - 10/13,10/13/2016,1000 LV,45,54,-9,HRC,26,2016,11/8/2016
GWU/Battleground,10/8 - 10/13,10/13/2016,1000 LV,37,61,-24,TRUMP,26,2016,11/8/2016
GWU/Battleground,11/28 - 12/1,12/1/2016,1000 RV,45,49,-4,TRUMP,1433,2020,11/3/2020
GWU/Battleground,8/13 - 8/17,8/17/2017,1000 RV,42,55,-13,TRUMP,1174,2020,11/3/2020
Harvard-Harris,10/14 - 10/18,10/18/2017,2159 RV,41,57,-16,TRUMP,1112,2020,11/3/2020
Harvard-Harris,11/11 - 11/14,11/14/2017,2350 RV,38,57,-19,TRUMP,1085,2020,11/3/2020
Harvard-Harris,12/8 - 12/11,12/11/2017,1989 RV,39,57,-18,TRUMP,1058,2020,11/3/2020
Harvard-Harris,1/13 - 1/16,1/16/2018,1192 RV,39,58,-19,TRUMP,1022,2020,11/3/2020
Harvard-Harris,2/16 - 2/19,2/19/2018,1934 RV,40,56,-16,TRUMP,988,2020,11/3/2020
Harvard-Harris,3/27 - 3/29,3/29/2018,1340 RV,40,57,-17,TRUMP,950,2020,11/3/2020
Harvard-Harris,4/22 - 4/24,4/24/2018,1549 RV,39,56,-17,TRUMP,924,2020,11/3/2020
Harvard-Harris,5/21 - 5/22,5/22/2018,1347 RV,41,54,-13,TRUMP,896,2020,11/3/2020
Harvard-Harris,6/24 - 6/25,6/25/2018,1448 RV,42,52,-10,TRUMP,862,2020,11/3/2020
Harvard-Harris,7/24 - 7/25,7/25/2018,1323 RV,41,55,-14,TRUMP,832,2020,11/3/2020
Harvard-Harris,8/22 - 8/23,8/23/2018,1330 RV,51,35,16,BIDEN,803,2020,11/3/2020
Harvard-Harris,8/22 - 8/23,8/23/2018,1330 RV,40,54,-14,TRUMP,803,2020,11/3/2020
Harvard-Harris,8/22 - 8/23,8/23/2018,1330 RV,49,40,9,BERNIE,803,2020,11/3/2020
Harvard-Harris,9/26 - 9/27,9/27/2018,1228 RV,55,33,22,BIDEN,768,2020,11/3/2020
Harvard-Harris,9/26 - 9/27,9/27/2018,1228 RV,42,53,-11,TRUMP,768,2020,11/3/2020
Harvard-Harris,9/26 - 9/27,9/27/2018,1228 RV,52,35,17,BERNIE,768,2020,11/3/2020
Harvard-Harris,10/26 - 10/28,10/28/2018,1835 RV,52,35,17,BIDEN,737,2020,11/3/2020
Harvard-Harris,10/26 - 10/28,10/28/2018,1835 RV,38,57,-19,TRUMP,737,2020,11/3/2020
Harvard-Harris,10/26 - 10/28,10/28/2018,1835 RV,48,39,9,BERNIE,737,2020,11/3/2020
Harvard-Harris,11/25 - 11/26,11/26/2018,1407 RV,54,31,23,BIDEN,708,2020,11/3/2020
Harvard-Harris,11/25 - 11/26,11/26/2018,1407 RV,40,56,-16,TRUMP,708,2020,11/3/2020
Harvard-Harris,11/25 - 11/26,11/26/2018,1407 RV,51,36,15,BERNIE,708,2020,11/3/2020
Harvard-Harris,12/24 - 12/25,12/25/2018,1473 RV,54,31,23,BIDEN,679,2020,11/3/2020
Harvard-Harris,12/24 - 12/25,12/25/2018,1473 RV,37,58,-21,TRUMP,679,2020,11/3/2020
Harvard-Harris,12/24 - 12/25,12/25/2018,1473 RV,49,37,12,BERNIE,679,2020,11/3/2020
Harvard-Harris,1/15 - 1/16,1/16/2019,1540 RV,56,32,24,BIDEN,657,2020,11/3/2020
Harvard-Harris,1/15 - 1/16,1/16/2019,1540 RV,41,55,-14,TRUMP,657,2020,11/3/2020
Harvard-Harris,1/15 - 1/16,1/16/2019,1540 RV,50,38,12,BERNIE,657,2020,11/3/2020
Harvard-Harris,2/19 - 2/20,2/20/2019,1792 RV,40,55,-15,TRUMP,622,2020,11/3/2020
Harvard-Harris,2/19 - 2/21,2/21/2019,1792 RV,54,32,22,BIDEN,621,2020,11/3/2020
Harvard-Harris,2/19 - 2/21,2/21/2019,1792 RV,49,39,10,BERNIE,621,2020,11/3/2020
Harvard-Harris,3/25 - 3/26,3/26/2019,1437 RV,54,33,21,BIDEN,588,2020,11/3/2020
Harvard-Harris,3/25 - 3/26,3/26/2019,1437 RV,39,56,-17,TRUMP,588,2020,11/3/2020
Harvard-Harris,3/25 - 3/26,3/26/2019,1437 RV,46,42,4,BERNIE,588,2020,11/3/2020
Harvard-Harris,4/30 - 5/1,5/1/2019,1536 RV,52,38,14,BIDEN,552,2020,11/3/2020
Harvard-Harris,4/30 - 5/1,5/1/2019,1536 RV,42,54,-12,TRUMP,552,2020,11/3/2020
Harvard-Harris,4/30 - 5/1,5/1/2019,1536 RV,49,41,8,BERNIE,552,2020,11/3/2020
Harvard-Harris,5/29 - 5/30,5/30/2019,1295 RV,49,37,12,BIDEN,523,2020,11/3/2020
Harvard-Harris,5/29 - 5/30,5/30/2019,1295 RV,42,52,-10,TRUMP,523,2020,11/3/2020
Harvard-Harris,5/29 - 5/30,5/30/2019,1295 RV,45,42,3,BERNIE,523,2020,11/3/2020
Harvard-Harris,6/26 - 6/29,6/29/2019,2182 RV,50,39,11,BIDEN,493,2020,11/3/2020
Harvard-Harris,6/26 - 6/29,6/29/2019,2182 RV,41,55,-14,TRUMP,493,2020,11/3/2020
Harvard-Harris,6/26 - 6/29,6/29/2019,2182 RV,45,44,1,BERNIE,493,2020,11/3/2020
Harvard-Harris,7/31 - 8/1,8/1/2019,816 RV,39,55,-16,TRUMP,460,2020,11/3/2020
Harvard-Harris,8/26 - 8/28,8/28/2019,2531 RV,48,40,8,BIDEN,433,2020,11/3/2020
Harvard-Harris,8/26 - 8/28,8/28/2019,2531 RV,42,54,-12,TRUMP,433,2020,11/3/2020
Harvard-Harris,8/26 - 8/28,8/28/2019,2531 RV,47,44,3,BERNIE,433,2020,11/3/2020
Harvard-Harris,9/22 - 9/24,9/24/2019,2009 RV,48,42,6,BIDEN,406,2020,11/3/2020
Harvard-Harris,9/22 - 9/24,9/24/2019,2009 RV,41,55,-14,TRUMP,406,2020,11/3/2020
Harvard-Harris,9/22 - 9/24,9/24/2019,2009 RV,48,43,5,BERNIE,406,2020,11/3/2020
Harvard-Harris,10/29 - 10/31,10/31/2019,1810 RV,41,54,-13,TRUMP,369,2020,11/3/2020
Harvard-Harris,11/27 - 11/29,11/29/2019,1859 RV,44,44,0,BIDEN,340,2020,11/3/2020
Harvard-Harris,11/27 - 11/29,11/29/2019,1859 RV,42,54,-12,TRUMP,340,2020,11/3/2020
Harvard-Harris,11/27 - 11/29,11/29/2019,1859 RV,45,44,1,BERNIE,340,2020,11/3/2020
Harvard-Harris,12/27 - 12/29,12/29/2019,2010 RV,46,43,3,BIDEN,310,2020,11/3/2020
Harvard-Harris,12/27 - 12/29,12/29/2019,2010 RV,42,54,-12,TRUMP,310,2020,11/3/2020
Harvard-Harris,12/27 - 12/29,12/29/2019,2010 RV,45,44,1,BERNIE,310,2020,11/3/2020
Harvard-Harris,1/27 - 1/29,1/29/2020,2527 RV,46,44,2,BIDEN,279,2020,11/3/2020
Harvard-Harris,1/27 - 1/29,1/29/2020,2527 RV,42,54,-12,TRUMP,279,2020,11/3/2020
Harvard-Harris,1/27 - 1/29,1/29/2020,2527 RV,47,45,2,BERNIE,279,2020,11/3/2020
Harvard-Harris,2/26 - 2/28,2/28/2020,2592 RV,45,46,-1,BIDEN,249,2020,11/3/2020
Harvard-Harris,2/26 - 2/28,2/28/2020,2592 RV,44,49,-5,BERNIE,249,2020,11/3/2020
IBD/TIPP,4/22 - 4/28,4/28/2016,903 A,43,56,-13,HRC,194,2016,11/8/2016
IBD/TIPP,4/22 - 4/28,4/28/2016,903 A,36,62,-26,TRUMP,194,2016,11/8/2016
IBD/TIPP,5/31 - 6/5,6/5/2016,908 A,39,61,-22,HRC,156,2016,11/8/2016
IBD/TIPP,5/31 - 6/5,6/5/2016,908 A,35,63,-28,TRUMP,156,2016,11/8/2016
IBD/TIPP,6/24 - 6/29,6/29/2016,837 RV,39,61,-22,HRC,132,2016,11/8/2016
IBD/TIPP,6/24 - 6/29,6/29/2016,837 RV,36,62,-26,TRUMP,132,2016,11/8/2016
IBD/TIPP,7/29 - 8/4,8/4/2016,851 RV,43,57,-14,HRC,96,2016,11/8/2016
IBD/TIPP,7/29 - 8/4,8/4/2016,851 RV,33,66,-33,TRUMP,96,2016,11/8/2016
IBD/TIPP,8/26 - 9/1,9/1/2016,887 RV,40,59,-19,HRC,68,2016,11/8/2016
IBD/TIPP,8/26 - 9/1,9/1/2016,887 RV,40,59,-19,TRUMP,68,2016,11/8/2016
IBD/TIPP,6/23 - 6/29,6/29/2017,900 A,36,56,-20,TRUMP,1223,2020,11/3/2020
IBD/TIPP,7/28 - 8/5,8/5/2017,904 A,32,60,-28,TRUMP,1186,2020,11/3/2020
IBD/TIPP,8/23 - 8/31,8/31/2017,905 A,38,58,-20,TRUMP,1160,2020,11/3/2020
IBD/TIPP,9/29 - 10/8,10/8/2017,887 A,33,59,-26,TRUMP,1122,2020,11/3/2020
IBD/TIPP,10/26 - 11/3,11/3/2017,917 A,37,56,-19,TRUMP,1096,2020,11/3/2020
IBD/TIPP,1/25 - 2/2,2/2/2018,900 A,38,57,-19,TRUMP,1005,2020,11/3/2020
IBD/TIPP,4/26 - 5/4,5/4/2018,900 A,39,56,-17,TRUMP,914,2020,11/3/2020
IBD/TIPP,5/29 - 6/5,6/5/2018,905 A,37,54,-17,TRUMP,882,2020,11/3/2020
IBD/TIPP,6/21 - 6/29,6/29/2018,900 A,40,53,-13,TRUMP,858,2020,11/3/2020
IBD/TIPP,3/28 - 4/6,4/6/2019,907 A,42,51,-9,TRUMP,577,2020,11/3/2020
Marist,4/11 - 4/12,4/12/2017,869 RV,38,54,-16,TRUMP,1301,2020,11/3/2020
Marist,8/8 - 8/12,8/12/2017,883 RV,36,58,-22,TRUMP,1179,2020,11/3/2020
Marist,10/15 - 10/17,10/17/2017,928 RV,38,57,-19,TRUMP,1113,2020,11/3/2020
Marist,11/6 - 11/9,11/9/2017,850 RV,37,58,-21,TRUMP,1090,2020,11/3/2020
Marist,12/4 - 12/7,12/7/2017,1079 RV,36,60,-24,TRUMP,1062,2020,11/3/2020
Marist,2/5 - 2/7,2/7/2018,807 RV,36,58,-22,TRUMP,1000,2020,11/3/2020
Marist,3/19 - 3/21,3/21/2018,1015 RV,37,55,-18,TRUMP,958,2020,11/3/2020
McClatchy/Marist,2/4 - 2/9,2/9/2014,970 RV,52,43,9,HRC,1003,2016,11/8/2016
McClatchy/Marist,4/7 - 4/10,4/10/2014,523 RV,52,43,9,HRC,943,2016,11/8/2016
McClatchy/Marist,7/5 - 7/9,7/9/2016,1053 RV,36,60,-24,HRC,122,2016,11/8/2016
McClatchy/Marist,7/5 - 7/9,7/9/2016,1053 RV,32,63,-31,TRUMP,122,2016,11/8/2016
McClatchy/Marist,8/1 - 8/3,8/3/2016,983 RV,42,55,-13,HRC,97,2016,11/8/2016
McClatchy/Marist,8/1 - 8/3,8/3/2016,983 RV,29,66,-37,TRUMP,97,2016,11/8/2016
McClatchy/Marist,9/15 - 9/20,9/20/2016,758 LV,40,57,-17,HRC,49,2016,11/8/2016
McClatchy/Marist,9/15 - 9/20,9/20/2016,758 LV,37,61,-24,TRUMP,49,2016,11/8/2016
McClatchy/Marist,11/1 - 11/3,11/3/2016,940 LV,40,57,-17,HRC,5,2016,11/8/2016
McClatchy/Marist,11/1 - 11/3,11/3/2016,940 LV,36,61,-25,TRUMP,5,2016,11/8/2016
McClatchy/Marist,12/1 - 12/9,12/9/2016,873 RV,45,52,-7,TRUMP,1425,2020,11/3/2020
McClatchy/Marist,2/15 - 2/19,2/19/2017,865 RV,41,53,-12,TRUMP,1353,2020,11/3/2020
McClatchy/Marist,3/22 - 3/27,3/27/2017,906 RV,38,53,-15,TRUMP,1317,2020,11/3/2020
Monmouth,7/25 - 7/30,7/30/2013,RV,52,38,14,HRC,1197,2016,11/8/2016
Monmouth,6/11 - 6/14,6/14/2015,829 RV,41,44,-3,HRC,513,2016,11/8/2016
Monmouth,6/11 - 6/14,6/14/2015,829 RV,18,57,-39,TRUMP,513,2016,11/8/2016
